cnid	path	type	creator	data_len	data_ab	rsrc_len	rsrc_ab	created	modified	data_lba	data_extents	rsrc_extents
21	Clic!/autorun.inf	TEXT	LMAN	27	49625	0	-1	1997-02-11 16:00:35	1997-02-12 15:16:32	248268.0000	49625+1	
19	Clic!/catal.htm	TEXT	R*ch	1135	205	670	204	1997-02-11 16:00:34	1997-02-14 17:03:32	1168.0000	205+1	204+1
22	Clic!/credits.htm	TEXT	LMAN	1750	49627	0	-1	1997-02-11 16:00:34	1997-02-12 19:50:58	248278.0000	49627+1	
24	Clic!/demo.htm	TEXT	R*ch	1429	207	670	206	1997-02-11 16:00:34	1997-02-14 16:42:18	1178.0000	207+1	206+1
17	Clic!/Desktop DB	BTFL	DMGR	40960	49632	0	-1	1997-02-07 13:16:32	1997-02-12 16:15:20	248303.0000	49632+4	
16	Clic!/Desktop DF	DTFL	DMGR	0	49636	0	-1	1997-02-07 13:16:32	1997-02-12 16:15:20	248323.0000	49636+7	
28	Clic!/glamm.htm	TEXT	LMAN	535	49623	0	-1	1997-02-11 16:00:34	1997-02-11 10:29:08	248258.0000	49623+1	
2697	Clic!/index.htm	TEXT	LMAN	1081	49434	0	-1	1997-02-11 16:00:34	1997-02-13 21:23:18	247313.0000	49434+1	
26	Clic!/leggimi.txt	TEXT	MSWD	2433	49525	0	-1	1997-02-11 16:00:35	1997-02-14 16:40:49	247768.0000	49525+1	
25	Clic!/MAPPONE.MAP	TEXT	LMAN	1026	49624	0	-1	1997-02-13 11:36:09	1997-02-13 11:13:58	248263.0000	49624+1	
27	Clic!/prod.htm	TEXT	R*ch	1896	211	670	210	1997-02-11 16:00:34	1997-02-14 16:57:58	1198.0000	211+1	210+1
29	Clic!/SETUPIE.exe	DEXE	LMAN	16896	49522	0	-1	1997-02-12 19:38:20	1997-02-12 15:16:04	247753.0000	49522+2	
20	Clic!/VB40032.DLL	DEXE	LMAN	721168	49552	0	-1	1997-02-12 19:38:00	1995-08-15 00:00:00	247903.0000	49552+71	
52	Clic!/numeri/clic297/cardfro.gif	TEXT	LMAN	72447	333	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:40	1808.0000	333+8	
51	Clic!/numeri/clic297/cardfro_orig.gif	TEXT	LMAN	165828	316	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:40	1723.0000	316+17	
41	Clic!/numeri/clic297/carto.htm	TEXT	LMAN	543	306	0	-1	1997-02-12 19:43:49	1997-02-12 19:38:12	1673.0000	306+1	
48	Clic!/numeri/clic297/cartolina.htm	TEXT	LMAN	543	313	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:16	1708.0000	313+1	
32	Clic!/numeri/clic297/coda.htm	TEXT	LMAN	387	49550	0	-1	1997-02-11 15:59:49	1997-02-12 19:38:12	247893.0000	49550+1	
44	Clic!/numeri/clic297/construction.htm	TEXT	LMAN	688	309	0	-1	1997-02-11 15:59:49	1997-02-12 19:38:12	1688.0000	309+1	
47	Clic!/numeri/clic297/copertina.htm	TEXT	LMAN	2052	312	0	-1	1997-02-11 15:59:49	1997-02-12 19:38:12	1703.0000	312+1	
37	Clic!/numeri/clic297/credits.htm	TEXT	LMAN	1749	302	0	-1	1997-02-11 15:59:49	1997-02-12 19:38:12	1653.0000	302+1	
50	Clic!/numeri/clic297/credits_t.htm	TEXT	LMAN	1807	315	0	-1	1997-02-11 15:59:49	1997-02-12 19:38:12	1718.0000	315+1	
2698	Clic!/numeri/clic297/home.htm	TEXT	LMAN	3210	49435	0	-1	1997-02-11 15:59:49	1997-02-13 20:52:42	247318.0000	49435+1	
34	Clic!/numeri/clic297/hometxt.htm	TEXT	LMAN	1474	49551	0	-1	1997-02-11 15:59:49	1997-02-12 19:38:14	247898.0000	49551+1	
39	Clic!/numeri/clic297/index.htm	TEXT	LMAN	3068	304	0	-1	1997-02-11 15:59:49	1997-02-12 19:38:14	1663.0000	304+1	
42	Clic!/numeri/clic297/index_t.htm	TEXT	LMAN	2147	307	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:18	1678.0000	307+1	
43	Clic!/numeri/clic297/maplivel2.txt	TEXT	MSWD	793	308	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:18	1683.0000	308+1	
45	Clic!/numeri/clic297/mappa2.html	TEXT	LMAN	1588	310	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:20	1693.0000	310+1	
33	Clic!/numeri/clic297/mhome.htm	TEXT	LMAN	2202	49549	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:20	247888.0000	49549+1	
49	Clic!/numeri/clic297/mindex.htm	TEXT	LMAN	554	314	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:20	1713.0000	314+1	
35	Clic!/numeri/clic297/mond.gif	TEXT	LMAN	1031	300	0	-1	1997-02-11 15:59:50	1997-02-11 08:59:32	1643.0000	300+1	
36	Clic!/numeri/clic297/newtec.gif	TEXT	LMAN	7134	301	0	-1	1997-02-11 15:59:50	1997-02-11 08:59:32	1648.0000	301+1	
53	Clic!/numeri/clic297/old_newtec.gif	TEXT	LMAN	2207	341	0	-1	1997-02-11 15:59:50	1997-02-11 08:59:34	1848.0000	341+1	
40	Clic!/numeri/clic297/testa.htm	TEXT	LMAN	415	305	0	-1	1997-02-11 15:59:50	1997-02-11 12:07:12	1668.0000	305+1	
46	Clic!/numeri/clic297/tosta.htm	TEXT	LMAN	428	311	0	-1	1997-02-11 15:59:50	1997-02-11 08:59:20	1698.0000	311+1	
62	Clic!/numeri/clic297/cop/agenzie.htm	TEXT	LMAN	5672	350	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:08	1893.0000	350+1	
61	Clic!/numeri/clic297/cop/college.htm	TEXT	LMAN	2955	349	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:10	1888.0000	349+1	
67	Clic!/numeri/clic297/cop/cop.htm	TEXT	LMAN	3313	355	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:10	1918.0000	355+1	
55	Clic!/numeri/clic297/cop/curriculum.htm	TEXT	LMAN	3206	342	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:10	1853.0000	342+1	
63	Clic!/numeri/clic297/cop/dizionario.htm	TEXT	LMAN	3828	351	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:10	1898.0000	351+1	
66	Clic!/numeri/clic297/cop/hititalia.htm	TEXT	LMAN	4027	354	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:10	1913.0000	354+1	
58	Clic!/numeri/clic297/cop/hitusa.htm	TEXT	LMAN	4008	346	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:10	1873.0000	346+1	
65	Clic!/numeri/clic297/cop/ind68.htm	TEXT	LMAN	5835	353	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:10	1908.0000	353+1	
56	Clic!/numeri/clic297/cop/ind74.htm	TEXT	LMAN	5548	343	0	-1	1997-02-11 15:59:39	1997-02-11 09:02:12	1858.0000	343+1	
59	Clic!/numeri/clic297/cop/lettera.htm	TEXT	LMAN	5305	347	0	-1	1997-02-11 15:59:39	1997-02-11 09:02:12	1878.0000	347+1	
60	Clic!/numeri/clic297/cop/musica.htm	TEXT	LMAN	3814	348	0	-1	1997-02-11 15:59:39	1997-02-11 09:02:12	1883.0000	348+1	
57	Clic!/numeri/clic297/cop/pag58.htm	TEXT	LMAN	12633	344	0	-1	1997-02-11 15:59:39	1997-02-11 09:02:12	1863.0000	344+2	
64	Clic!/numeri/clic297/cop/WS_FTP.LOG	TEXT	LMAN	2200	352	0	-1	1997-02-11 15:59:38	1997-02-11 09:02:12	1903.0000	352+1	
97	Clic!/numeri/clic297/internet/10int1.htm	TEXT	LMAN	5274	384	0	-1	1997-02-11 15:59:40	1997-02-11 09:01:40	2063.0000	384+1	
76	Clic!/numeri/clic297/internet/10int2.htm	TEXT	LMAN	3769	363	0	-1	1997-02-11 15:59:40	1997-02-11 09:01:40	1958.0000	363+1	
118	Clic!/numeri/clic297/internet/10int3.htm	TEXT	LMAN	3478	406	0	-1	1997-02-11 15:59:40	1997-02-11 09:01:40	2173.0000	406+1	
96	Clic!/numeri/clic297/internet/10int4.htm	TEXT	LMAN	3679	383	0	-1	1997-02-11 15:59:40	1997-02-11 09:01:40	2058.0000	383+1	
75	Clic!/numeri/clic297/internet/10int5.htm	TEXT	LMAN	3755	362	0	-1	1997-02-11 15:59:40	1997-02-11 09:01:40	1953.0000	362+1	
117	Clic!/numeri/clic297/internet/10int6.htm	TEXT	LMAN	3975	405	0	-1	1997-02-11 15:59:40	1997-02-11 09:01:40	2168.0000	405+1	
95	Clic!/numeri/clic297/internet/10int7.htm	TEXT	LMAN	3664	382	0	-1	1997-02-11 15:59:40	1997-02-11 09:01:42	2053.0000	382+1	
74	Clic!/numeri/clic297/internet/11int1.htm	TEXT	LMAN	5445	361	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:42	1948.0000	361+1	
116	Clic!/numeri/clic297/internet/11int2.htm	TEXT	LMAN	4105	404	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:42	2163.0000	404+1	
94	Clic!/numeri/clic297/internet/11int3.htm	TEXT	LMAN	4172	381	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:42	2048.0000	381+1	
73	Clic!/numeri/clic297/internet/11int4.htm	TEXT	LMAN	3904	360	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:42	1943.0000	360+1	
115	Clic!/numeri/clic297/internet/11int5.htm	TEXT	LMAN	3978	403	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:42	2158.0000	403+1	
93	Clic!/numeri/clic297/internet/11int6.htm	TEXT	LMAN	4552	380	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:42	2043.0000	380+1	
72	Clic!/numeri/clic297/internet/11int7.htm	TEXT	LMAN	4406	359	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:44	1938.0000	359+1	
114	Clic!/numeri/clic297/internet/12int1.htm	TEXT	LMAN	4100	402	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:44	2153.0000	402+1	
92	Clic!/numeri/clic297/internet/12int2.htm	TEXT	LMAN	3883	379	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:44	2038.0000	379+1	
71	Clic!/numeri/clic297/internet/12int3.htm	TEXT	LMAN	3676	358	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:44	1933.0000	358+1	
113	Clic!/numeri/clic297/internet/12int4.htm	TEXT	LMAN	3996	401	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:44	2148.0000	401+1	
91	Clic!/numeri/clic297/internet/12int5.htm	TEXT	LMAN	4422	378	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:44	2033.0000	378+1	
70	Clic!/numeri/clic297/internet/12int6.htm	TEXT	LMAN	3791	357	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:44	1928.0000	357+1	
112	Clic!/numeri/clic297/internet/12int7.htm	TEXT	LMAN	5003	400	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:46	2143.0000	400+1	
90	Clic!/numeri/clic297/internet/12int8.htm	TEXT	LMAN	4091	377	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:46	2028.0000	377+1	
69	Clic!/numeri/clic297/internet/12int9.htm	TEXT	LMAN	4020	356	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:46	1923.0000	356+1	
110	Clic!/numeri/clic297/internet/197int1.htm	TEXT	LMAN	4544	397	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:46	2128.0000	397+1	
131	Clic!/numeri/clic297/internet/197int2.htm	TEXT	LMAN	3975	419	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:46	2238.0000	419+1	
89	Clic!/numeri/clic297/internet/197int3.htm	TEXT	LMAN	3737	376	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:46	2023.0000	376+1	
109	Clic!/numeri/clic297/internet/197int4.htm	TEXT	LMAN	3730	396	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:48	2123.0000	396+1	
130	Clic!/numeri/clic297/internet/197int5.htm	TEXT	LMAN	3937	418	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:48	2233.0000	418+1	
88	Clic!/numeri/clic297/internet/197int6.htm	TEXT	LMAN	4301	375	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:48	2018.0000	375+1	
108	Clic!/numeri/clic297/internet/197int7.htm	TEXT	LMAN	4112	395	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:48	2118.0000	395+1	
129	Clic!/numeri/clic297/internet/197int8.htm	TEXT	LMAN	4345	417	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:48	2228.0000	417+1	
87	Clic!/numeri/clic297/internet/297int1.htm	TEXT	LMAN	6049	374	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:48	2013.0000	374+1	
107	Clic!/numeri/clic297/internet/297int2.htm	TEXT	LMAN	4295	394	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:50	2113.0000	394+1	
128	Clic!/numeri/clic297/internet/297int3.htm	TEXT	LMAN	4615	416	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:50	2223.0000	416+1	
86	Clic!/numeri/clic297/internet/297int4.htm	TEXT	LMAN	4492	373	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:50	2008.0000	373+1	
106	Clic!/numeri/clic297/internet/297int5.htm	TEXT	LMAN	3766	393	0	-1	1997-02-11 15:59:41	1997-02-11 09:01:50	2108.0000	393+1	
127	Clic!/numeri/clic297/internet/5int1.htm	TEXT	LMAN	4115	415	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:50	2218.0000	415+1	
85	Clic!/numeri/clic297/internet/5int2.htm	TEXT	LMAN	3730	372	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:50	2003.0000	372+1	
105	Clic!/numeri/clic297/internet/5int3.htm	TEXT	LMAN	4648	392	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:50	2103.0000	392+1	
126	Clic!/numeri/clic297/internet/5int4.htm	TEXT	LMAN	4085	414	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:52	2213.0000	414+1	
84	Clic!/numeri/clic297/internet/5int5.htm	TEXT	LMAN	2908	371	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:52	1998.0000	371+1	
104	Clic!/numeri/clic297/internet/5int6.htm	TEXT	LMAN	3754	391	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:52	2098.0000	391+1	
125	Clic!/numeri/clic297/internet/5int7.htm	TEXT	LMAN	2636	413	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:52	2208.0000	413+1	
83	Clic!/numeri/clic297/internet/6int1.htm	TEXT	LMAN	4969	370	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:52	1993.0000	370+1	
103	Clic!/numeri/clic297/internet/6int2.htm	TEXT	LMAN	3824	390	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:52	2093.0000	390+1	
124	Clic!/numeri/clic297/internet/6int3.htm	TEXT	LMAN	3561	412	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:54	2203.0000	412+1	
82	Clic!/numeri/clic297/internet/6int4.htm	TEXT	LMAN	3630	369	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:54	1988.0000	369+1	
102	Clic!/numeri/clic297/internet/6int5.htm	TEXT	LMAN	3731	389	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:54	2088.0000	389+1	
123	Clic!/numeri/clic297/internet/6int6.htm	TEXT	LMAN	3740	411	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:54	2198.0000	411+1	
81	Clic!/numeri/clic297/internet/6int7.htm	TEXT	LMAN	3602	368	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:54	1983.0000	368+1	
101	Clic!/numeri/clic297/internet/7int1.htm	TEXT	LMAN	3840	388	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:54	2083.0000	388+1	
122	Clic!/numeri/clic297/internet/7int2.htm	TEXT	LMAN	3628	410	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:54	2193.0000	410+1	
80	Clic!/numeri/clic297/internet/7int3.htm	TEXT	LMAN	3473	367	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:56	1978.0000	367+1	
100	Clic!/numeri/clic297/internet/7int4.htm	TEXT	LMAN	3930	387	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:56	2078.0000	387+1	
121	Clic!/numeri/clic297/internet/7int5.htm	TEXT	LMAN	4070	409	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:56	2188.0000	409+1	
79	Clic!/numeri/clic297/internet/7int6.htm	TEXT	LMAN	4018	366	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:56	1973.0000	366+1	
78	Clic!/numeri/clic297/internet/9int1.htm	TEXT	LMAN	3697	365	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:56	1968.0000	365+1	
99	Clic!/numeri/clic297/internet/9int2.htm	TEXT	LMAN	3628	386	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:56	2073.0000	386+1	
120	Clic!/numeri/clic297/internet/9int3.htm	TEXT	LMAN	3473	408	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:58	2183.0000	408+1	
77	Clic!/numeri/clic297/internet/9int4.htm	TEXT	LMAN	3930	364	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:58	1963.0000	364+1	
98	Clic!/numeri/clic297/internet/9int5.htm	TEXT	LMAN	4070	385	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:58	2068.0000	385+1	
119	Clic!/numeri/clic297/internet/9int6.htm	TEXT	LMAN	4018	407	0	-1	1997-02-11 15:59:42	1997-02-11 09:01:58	2178.0000	407+1	
111	Clic!/numeri/clic297/internet/WS_FTP.LOG	TEXT	LMAN	11072	398	0	-1	1997-02-11 15:59:40	1997-02-11 09:01:58	2133.0000	398+2	
145	Clic!/numeri/clic297/piazza/albergh.gif	TEXT	LMAN	29847	441	0	-1	1997-02-11 15:59:43	1997-02-11 12:28:48	2348.0000	441+3	
150	Clic!/numeri/clic297/piazza/biblio.htm	TEXT	LMAN	2987	448	0	-1	1997-02-11 15:59:42	1997-02-11 09:00:02	2383.0000	448+1	
137	Clic!/numeri/clic297/piazza/cafe.htm	TEXT	LMAN	24440	425	0	-1	1997-02-11 15:59:42	1997-02-11 12:22:08	2268.0000	425+3	
133	Clic!/numeri/clic297/piazza/coda.htm	TEXT	LMAN	1961	420	0	-1	1997-02-11 15:59:42	1997-02-11 09:00:02	2243.0000	420+1	
146	Clic!/numeri/clic297/piazza/conv.htm	TEXT	LMAN	1523	444	0	-1	1997-02-11 15:59:42	1997-02-11 09:00:02	2363.0000	444+1	
148	Clic!/numeri/clic297/piazza/conversa.htm	TEXT	LMAN	4998	446	0	-1	1997-02-11 15:59:42	1997-02-11 09:00:04	2373.0000	446+1	
139	Clic!/numeri/clic297/piazza/dibattito.htm	TEXT	LMAN	1423	429	0	-1	1997-02-11 15:59:42	1997-02-11 09:00:06	2288.0000	429+1	
149	Clic!/numeri/clic297/piazza/discuss.shtml	TEXT	LMAN	2007	447	0	-1	1997-02-11 15:59:42	1997-02-11 09:00:12	2378.0000	447+1	
144	Clic!/numeri/clic297/piazza/flights.gif	TEXT	LMAN	24226	438	0	-1	1997-02-11 15:59:43	1997-02-11 12:28:52	2333.0000	438+3	
151	Clic!/numeri/clic297/piazza/giocare.htm	TEXT	LMAN	3462	449	0	-1	1997-02-11 15:59:42	1997-02-11 09:00:20	2388.0000	449+1	
134	Clic!/numeri/clic297/piazza/indiriz.htm	TEXT	LMAN	4026	421	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:20	2248.0000	421+1	
147	Clic!/numeri/clic297/piazza/modulo.htm	TEXT	LMAN	3209	445	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:20	2368.0000	445+1	
141	Clic!/numeri/clic297/piazza/offerte.htm	TEXT	LMAN	3666	431	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:22	2298.0000	431+1	
140	Clic!/numeri/clic297/piazza/offerte1.htm	TEXT	LMAN	3632	430	0	-1	1997-02-11 15:59:43	1997-02-11 12:27:36	2293.0000	430+1	
138	Clic!/numeri/clic297/piazza/piazza.htm	TEXT	LMAN	4691	428	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:22	2283.0000	428+1	
142	Clic!/numeri/clic297/piazza/rebelas.gif	TEXT	LMAN	44535	432	0	-1	1997-02-11 15:59:43	1997-02-11 12:28:54	2303.0000	432+5	
136	Clic!/numeri/clic297/piazza/shopping.htm	TEXT	LMAN	3326	424	0	-1	1997-02-11 15:59:43	1997-02-11 12:24:02	2263.0000	424+1	
135	Clic!/numeri/clic297/piazza/sportst.gif	TEXT	LMAN	20338	422	0	-1	1997-02-11 15:59:43	1997-02-11 12:28:58	2253.0000	422+2	
143	Clic!/numeri/clic297/piazza/WS_FTP.LOG	TEXT	LMAN	3605	437	0	-1	1997-02-11 15:59:42	1997-02-11 12:28:58	2328.0000	437+1	
153	Clic!/numeri/clic297/tecnico/contenut.htm	TEXT	LMAN	2299	450	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:50	2393.0000	450+1	
155	Clic!/numeri/clic297/tecnico/tecnico.htm	TEXT	LMAN	5302	452	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:50	2403.0000	452+1	
154	Clic!/numeri/clic297/tecnico/WS_FTP.LOG	TEXT	LMAN	360	451	0	-1	1997-02-11 15:59:49	1997-02-11 08:59:50	2398.0000	451+1	
160	Clic!/numeri/clic297/edicola/12st001.htm	TEXT	LMAN	5949	457	0	-1	1997-02-11 15:59:39	1997-02-11 12:08:26	2428.0000	457+1	
167	Clic!/numeri/clic297/edicola/12st002.htm	TEXT	LMAN	5997	464	0	-1	1997-02-11 15:59:39	1997-02-11 12:08:26	2463.0000	464+1	
158	Clic!/numeri/clic297/edicola/civiche.htm	TEXT	LMAN	10913	454	0	-1	1997-02-11 15:59:39	1997-02-11 12:08:26	2413.0000	454+2	
159	Clic!/numeri/clic297/edicola/civiche.map	TEXT	LMAN	868	456	0	-1	1997-02-11 15:59:39	1997-02-11 12:08:26	2423.0000	456+1	
157	Clic!/numeri/clic297/edicola/decalogo.htm	TEXT	LMAN	6726	453	0	-1	1997-02-11 15:59:39	1997-02-11 12:08:26	2408.0000	453+1	
170	Clic!/numeri/clic297/edicola/domande.htm	TEXT	LMAN	4648	467	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:26	2478.0000	467+1	
175	Clic!/numeri/clic297/edicola/domande9.htm	TEXT	LMAN	6124	472	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:28	2503.0000	472+1	
164	Clic!/numeri/clic297/edicola/helpers.htm	TEXT	LMAN	3313	461	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:28	2448.0000	461+1	
174	Clic!/numeri/clic297/edicola/impara.htm	TEXT	LMAN	5949	471	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:28	2498.0000	471+1	
161	Clic!/numeri/clic297/edicola/mask.htm	TEXT	LMAN	2134	458	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:28	2433.0000	458+1	
173	Clic!/numeri/clic297/edicola/multimedia.htm	TEXT	LMAN	5997	470	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:28	2493.0000	470+1	
172	Clic!/numeri/clic297/edicola/pag103.htm	TEXT	LMAN	2939	469	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:28	2488.0000	469+1	
171	Clic!/numeri/clic297/edicola/pag109.htm	TEXT	LMAN	4345	468	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:30	2483.0000	468+1	
163	Clic!/numeri/clic297/edicola/pag113.htm	TEXT	LMAN	3969	460	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:30	2443.0000	460+1	
169	Clic!/numeri/clic297/edicola/pag65.htm	TEXT	LMAN	5038	466	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:30	2473.0000	466+1	
162	Clic!/numeri/clic297/edicola/pag72.htm	TEXT	LMAN	7161	459	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:30	2438.0000	459+1	
168	Clic!/numeri/clic297/edicola/removibili.htm	TEXT	LMAN	4675	465	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:30	2468.0000	465+1	
2699	Clic!/numeri/clic297/edicola/somma1.htm	TEXT	LMAN	4500	49133	0	-1	1997-02-13 20:53:20	1997-02-13 21:08:28	245808.0000	49133+1	
176	Clic!/numeri/clic297/edicola/sommario.htm	TEXT	R*ch	7962	209	670	208	1997-02-11 15:59:40	1997-02-14 16:28:44	1188.0000	209+1	208+1
165	Clic!/numeri/clic297/edicola/whitedot.gif	TEXT	LMAN	57	462	0	-1	1997-02-11 15:59:40	1997-02-11 12:08:40	2453.0000	462+1	
166	Clic!/numeri/clic297/edicola/WS_FTP.LOG	TEXT	LMAN	3399	463	0	-1	1997-02-11 15:59:39	1997-02-11 12:08:40	2458.0000	463+1	
196	Clic!/numeri/clic297/posta/10hw1.htm	TEXT	LMAN	8966	49533	0	-1	1997-02-11 15:59:48	1997-02-11 09:01:16	247808.0000	49533+1	
233	Clic!/numeri/clic297/posta/10hw2.htm	TEXT	LMAN	5141	531	0	-1	1997-02-11 15:59:48	1997-02-11 09:01:16	2798.0000	531+1	
198	Clic!/numeri/clic297/posta/10pr1.htm	TEXT	LMAN	7618	49534	0	-1	1997-02-11 15:59:48	1997-02-11 09:01:16	247813.0000	49534+1	
235	Clic!/numeri/clic297/posta/10pr2.htm	TEXT	LMAN	5622	533	0	-1	1997-02-11 15:59:48	1997-02-11 09:01:16	2808.0000	533+1	
232	Clic!/numeri/clic297/posta/10sw1.htm	TEXT	LMAN	6849	530	0	-1	1997-02-11 15:59:49	1997-02-11 09:01:18	2793.0000	530+1	
267	Clic!/numeri/clic297/posta/10sw2.htm	TEXT	LMAN	5826	566	0	-1	1997-02-11 15:59:43	1997-02-11 09:01:18	2973.0000	566+1	
195	Clic!/numeri/clic297/posta/10sw3.htm	TEXT	LMAN	6973	49528	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:40	247783.0000	49528+1	
231	Clic!/numeri/clic297/posta/10sw4.htm	TEXT	LMAN	7225	529	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:40	2788.0000	529+1	
269	Clic!/numeri/clic297/posta/10w1.htm	TEXT	LMAN	8394	568	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:40	2983.0000	568+1	
229	Clic!/numeri/clic297/posta/11hw1.htm	TEXT	LMAN	8626	527	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:40	2778.0000	527+1	
266	Clic!/numeri/clic297/posta/11hw2.htm	TEXT	LMAN	6295	565	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:40	2968.0000	565+1	
194	Clic!/numeri/clic297/posta/11hw3.htm	TEXT	LMAN	5773	49529	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:40	247788.0000	49529+1	
228	Clic!/numeri/clic297/posta/11hw4.htm	TEXT	LMAN	6083	526	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:40	2773.0000	526+1	
265	Clic!/numeri/clic297/posta/11hw5.htm	TEXT	LMAN	6954	564	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:42	2963.0000	564+1	
197	Clic!/numeri/clic297/posta/11in1.htm	TEXT	LMAN	4630	49535	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:42	247818.0000	49535+1	
234	Clic!/numeri/clic297/posta/11in2.htm	TEXT	LMAN	8174	532	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:42	2803.0000	532+1	
268	Clic!/numeri/clic297/posta/11in3.htm	TEXT	LMAN	6120	567	0	-1	1997-02-11 15:59:43	1997-02-11 09:00:42	2978.0000	567+1	
